//ID	µØÍ¼±àºÅ	»»ËãºóX×ø±ê	»»ËãºóY×ø±ê	»»ËãºóZ×ø±ê
22893	world	1243.1	219.61	1016.82
22894	world	1243.28	219.62	1016.82
22895	world	1225.65	219.62	1045.61
22896	world	1227.3	219.62	1048.9
22897	world	1223.76	219.62	1048.85
22898	world	1223.64	219.62	1048.85
22899	world	1223.5	219.62	1048.85
22900	world	1223.36	219.62	1048.83
22901	world	1221.34	219.62	1048.85
22902	world	1221.16	219.62	1048.84
22903	world	1221.04	219.62	1048.84
22904	world	1220.89	219.62	1048.84
22905	world	1229.43	219.62	1048.91
22906	world	1229.77	219.63	1048.86
22907	world	1230.17	219.6	1048.82
22908	world	1230.57	219.62	1048.79
22909	world	1230.94	219.62	1048.74
22910	world	1231.34	219.62	1048.71
22911	world	1231.77	219.61	1048.68
22912	world	1232.16	219.62	1048.65
22913	world	1232.56	219.62	1048.6
22914	world	1232.9	219.62	1048.58
22915	world	1233.26	219.62	1048.56
22916	world	1233.65	219.62	1048.54
22917	world	1234.05	219.62	1048.53
22918	world	1234.4	219.62	1048.5
22919	world	1234.76	219.62	1048.49
22920	world	1235.03	219.62	1048.5
22921	world	1235.28	219.62	1048.47
22922	world	1229.19	219.62	1050.2
22923	world	1229.62	219.62	1050.16
22924	world	1230.07	219.62	1050.16
22925	world	1230.45	219.62	1050.12
22926	world	1230.77	219.62	1050.1
22927	world	1231.09	219.62	1050.09
22928	world	1231.4	219.62	1050.06
22929	world	1231.72	219.62	1050.04
22930	world	1232.05	219.62	1050.04
22931	world	1232.35	219.62	1049.99
22932	world	1232.64	219.62	1050.01
22933	world	1232.9	219.62	1049.99
22934	world	1233.21	219.62	1049.97
22935	world	1233.52	219.62	1049.97
22936	world	1233.82	219.62	1049.97
22937	world	1234.13	219.62	1049.95
22938	world	1234.44	219.62	1049.99
22939	world	1229.21	219.62	1051.42
22940	world	1229.64	219.62	1051.46
22941	world	1230.09	219.62	1051.47
22942	world	1230.64	219.62	1051.45
22943	world	1231.25	219.62	1051.41
22944	world	1231.76	219.62	1051.38
22945	world	1232.19	219.62	1051.37
22946	world	1232.56	219.62	1051.36
22947	world	1232.93	219.62	1051.36
22948	world	1233.28	219.62	1051.31
22949	world	1233.66	219.62	1051.29
22950	world	1234.1	219.62	1051.28
22951	world	1234.49	219.62	1051.26
22952	world	1234.85	219.62	1051.25
22953	world	1235.18	219.61	1051.11
22954	world	1235.56	219.61	1051.11
22955	world	1235.9	219.62	1051.15
22956	world	1229.21	219.62	1052.67
22957	world	1229.68	219.62	1052.63
22958	world	1230.13	219.62	1052.61
22959	world	1230.59	219.62	1052.54
22960	world	1231.04	219.62	1052.53
22961	world	1231.47	219.62	1052.57
22962	world	1231.8	219.62	1052.57
22963	world	1231.99	219.62	1052.59
22964	world	1232.44	219.62	1052.59
22965	world	1232.74	219.62	1052.63
22966	world	1233.16	219.62	1052.64
22967	world	1233.63	219.62	1052.61
22968	world	1234.02	219.62	1052.63
22969	world	1234.4	219.62	1052.58
22970	world	1234.82	219.62	1052.55
22971	world	1235.27	219.62	1052.6
22972	world	1235.72	219.62	1052.53
22973	world	1452.91	219.61	1368.46
22973	world	1306.45	219.61	917.96
22973	world	1654.77	219.61	741.13
22974	world	1647.79	219.61	1248.03
22974	world	1258.39	219.61	1100.7
22974	world	1548.18	219.61	793.89
22975	world	1837.68	219.61	1254.12
22975	world	1236.34	219.61	1275.76
22975	world	1319.16	219.62	809.13
22976	world	289.55	270.01	3260.64
22977	world	428.49	266.01	3502.99
22978	world	403.6	266	3210.38
22979	world	-1550.27	254.19	939.82
22980	world	-1428.23	247.87	1176.89
22981	world	-1398.75	253.03	894.61
22982	world	-859.68	218.37	-1358.84
22983	world	-631.26	219.04	-1358.15
22984	world	-646.43	218.98	-1190.08
22985	world	1380.95	304.22	934.24
22988	world	1386.2	224.27	1179.89
22989	world	1384.32	224.27	1181.51
22990	world	1380.57	224.27	1181.55
22991	world	1379.01	224.27	1179.5
22992	world	1385.1	224.27	1173.88
22993	world	1383.96	224.27	1173.94
22994	world	1381.61	224.27	1173.89
22995	world	1380.16	224.27	1173.99
22996	world	1384.25	224.27	1176.67
22997	world	1387.98	224.27	1218.84
22998	world	1384.66	224.27	1218.66
22999	world	1381.03	224.27	1218.93
23000	world	1377.81	224.27	1219.28
23001	world	1386.97	224.27	1221.92
23002	world	1383.87	224.27	1222.07
23003	world	1380.78	224.27	1222.28
23004	world	1378.05	224.27	1222.32
23005	world	1385.06	224.27	1215.59
23006	world	1382.47	224.27	1196.47
23007	world	1381.16	224.27	1176.88
23008	world	1381.15	224.27	1215.72
23034	a27	-252.12	216.49	-410.98
23035	a27	-14.87	216.49	-425.51
23253	world	1510.89	219.61	1181.72
23256	world	-2818.15	379.02	3113.96
23256	world	311.35	270	3254.13
23256	world	-1397.35	253.17	870.7
23256	world	1412.76	219.61	1350.01
23256	world	1282.62	219.62	1013.64
23256	world	-620.78	219	-1363.29
23256	world	2640.63	228.07	-1804.7
23358	a27	-467.87	216.49	-23.75
23359	a27	-253.02	237.36	-159.84
23360	a27	-252.84	216.64	-408.8
23361	a27	-10.1	216.49	-442.98
23425	a27	-226.63	216.53	-324.43
23425	a27	-226.73	216.53	-324.53
23425	a27	-226.83	216.53	-324.63
23439	a27	-481.31	216.49	-13.06
23464	a27	400.8	216.49	300.57
23465	a27	-95.58	216.49	395.92
23466	a27	360.6	216.49	-407.24
23467	a27	7.45	216.49	-442.74
23468	a27	-230.83	216.49	-408.9
23469	a27	352.84	216.49	-126.1
23512	world	424	270	3285.17
23512	world	-1542.74	254.14	918.27
23512	world	1528.35	244.41	1032.21
23512	world	-727.54	218.98	-1267.6
23513	world	424.1	270	3285.27
23513	world	-1542.64	254.14	918.37
23513	world	1528.45	244.41	1032.31
23513	world	-727.44	218.98	-1267.5
23514	world	424.2	270	3285.37
23514	world	-1542.54	254.14	918.47
23514	world	1528.55	244.41	1032.41
23514	world	-727.34	218.98	-1267.4
23515	world	424.3	270	3285.47
23515	world	-1542.44	254.14	918.57
23515	world	1528.65	244.41	1032.51
23515	world	-727.24	218.98	-1267.3
23516	world	1529.61	244.39	1032.47
23554	a27	412.74	216.49	294.33
23555	a27	-94.48	216.49	421.04
23556	a27	353.64	216.49	-396
23557	a27	-2.19	216.49	-439.28
23558	a27	-2.63	216.49	-438.82
23559	a27	-241.74	216.49	-410
23560	a27	363.28	216.49	-130.86
23624	world	-724.03	420.49	-1234.96
23625	world	-724	418.47	-1236.56
23626	world	-721.78	420.92	-1234.37
23627	world	-1961.92	526.71	906.6
23628	world	-1961.17	526.82	908.53
23629	world	-1959.95	526.41	905.69
23630	world	-1312.73	460.42	697.11
23631	world	-1314.33	458.83	695.94
23632	world	-1314.74	458.78	692.43
23659	world	1218.62	219.61	1058.18
23671	world	-2692.66	379.02	3128.58
23671	world	403.95	266	3393.74
23671	world	-1559.55	261.37	994.95
23671	world	1258.31	219.62	1048.52
23671	world	-771.42	222.01	-1303.54
23679	world	1218.62	221.1	1057.34
23695	world	-1516.12	217.9	2322.34
23698	world	-667.53	219.62	1299.12
23701	world	-621.82	216	1361.98
23721	world	-79.5	216	1487.59
23721	world	-79.6	216	1479.74
23721	world	-79.42	216	1472.74
23721	world	-79.39	216	1466.89
23721	world	-79.3	216	1460.73
23721	world	-79.4	216	1454.5
23721	world	-79.3	216	1448.64
23721	world	-79.18	216	1443.17
23721	world	-79.28	216	1438.03
23747	world	1513.88	276.77	1033.55
23964	world	-2728.67	379.01	3078.38
23964	world	352.49	266	3384.99
23964	world	-1509.21	253.01	971.16
23964	world	1549.61	219.62	1223.72
23964	world	1467.97	219.62	758.75
23964	world	-770.21	219.02	-1261.35
23964	world	2548.42	263.01	-1805.47
24332	world	-2722.28	379.02	3074.54
24332	world	1550.26	219.61	1232.99
24607	world	2397.539	219.549	121.283
24740	world	1540	277	1029
25105	world	2956.95	212.16	-3167.26
25105	world	2932.95	212.16	-3174.06
25105	world	2835.17	212.16	-3236.93
25105	world	2881.37	212.16	-3192.23
25105	world	2901.84	212.16	-3188.72
25105	world	2855.16	212.16	-3206.77
25105	world	2811.22	213.54	-3284.4
25105	world	2795.05	212.16	-3332.5
25105	world	2772.38	212.16	-3352.46
25079	world	2546.57	216.89	-3349.91
25079	world	2531.33	217.27	-3315.92
25080	world	2473.74	217.52	-3474.51
25080	world	2478.34	217.48	-3460.84
25081	world	2384.54	216.66	-3460.69
25083	world	2360.33	217.77	-3377.91
25081	world	2362.23	216.66	-3447.59
25079	world	2518.65	216.68	-3460.33
25080	world	2518.65	216.68	-3460.33
25079	world	2520.94	219.85	-3402.12
25080	world	2520.94	219.85	-3402.12
25079	world	2517.52	218.51	-3394.35
25080	world	2517.52	218.51	-3394.35
25083	world	2461.06	216.41	-3318.36
25085	world	2218.11	216.56	-3252.09
25082	world	2260.72	216.62	-3326.62
25083	world	2260.72	216.62	-3326.62
25084	world	2260.72	216.62	-3326.62
25085	world	2335.24	218.52	-3311.25
25085	world	2378.19	220.89	-3276.38
25082	world	2386.65	219.89	-3312.09
25083	world	2386.65	219.89	-3312.09
25079	world	2423.73	217.03	-3463.67
25080	world	2423.73	217.03	-3463.67
25079	world	2469.24	217.37	-3373.77
25080	world	2469.24	217.37	-3373.77
25103	world	2738.44	217.49	-3276.7
25104	world	2671.89	217.25	-3229.06
25103	world	2768.14	216.74	-3250.18
25103	world	2701	217.78	-3220.91
25104	world	2662.14	218.16	-3261.17
25104	world	2673.65	217.63	-3304.49
25103	world	2676.98	217.92	-3287.7
25103	world	2692.37	217.42	-3316.19
25104	world	2692.37	217.42	-3316.19
25103	world	2718.14	216.47	-3322.65
25104	world	2718.14	216.47	-3322.65
25103	world	2707.35	216.95	-3291.7
25104	world	2707.35	216.95	-3291.7
25103	world	2734.18	216.95	-3253.71
25104	world	2734.18	216.95	-3253.71
25103	world	2692.24	217	-3257.78
25104	world	2692.24	217	-3257.78
25101	world	2695.04	224.94	-3071.37
25101	world	2699.24	224.62	-3128.31
25102	world	2699.24	224.62	-3128.31
25101	world	2723.88	225.32	-3108.88
25102	world	2723.88	225.32	-3108.88
25101	world	2728.95	224.38	-3133.05
25102	world	2728.95	224.38	-3133.05
25101	world	2764.99	224.31	-3158.48
25102	world	2764.99	224.31	-3158.48
25101	world	2804.04	224.54	-3149.32
25102	world	2804.04	224.54	-3149.32
25101	world	2785.61	223.4	-3182.66
25102	world	2785.61	223.4	-3182.66
25101	world	2765.65	225.68	-3091.95
25102	world	2765.65	225.68	-3091.95
25101	world	2797.94	226.14	-3115.2
25101	world	2786.28	225.52	-3089.88
25102	world	2786.28	225.52	-3089.88
25099	world	2852.08	225.22	-3110.42
25100	world	2852.08	225.22	-3110.42
25102	world	2852.08	225.22	-3110.42
25099	world	2851.93	223.9	-3083.13
25100	world	2851.93	223.9	-3083.13
25101	world	2851.93	223.9	-3083.13
25099	world	2879.81	223.76	-3096.21
25100	world	2879.81	223.76	-3096.21
25099	world	2907.59	223.64	-3074.51
25100	world	2907.59	223.64	-3074.51
25099	world	2928.24	223.78	-3047.93
25100	world	2928.24	223.78	-3047.93
25099	world	2929.28	223.71	-3016.37
25100	world	2929.28	223.71	-3016.37
25099	world	2936.51	223.57	-2986.39
25098	world	2706.87	225.41	-3054.69
25102	world	2706.87	225.41	-3054.69
25098	world	2755.9	226.05	-3043.4
25102	world	2755.9	226.05	-3043.4
25098	world	2679.74	225.91	-3022.58
25099	world	2811.58	228.28	-3029.94
25100	world	2804.19	228.32	-2978.85
25098	world	2796.44	227.43	-2934.15
25099	world	2796.44	227.43	-2934.15
25100	world	2796.44	227.43	-2934.15
25098	world	2716.63	225.99	-2977.44
25096	world	2777.66	226.58	-2907.77
25098	world	2777.66	226.58	-2907.77
25099	world	2803.94	225.52	-2907.93
25100	world	2803.94	225.52	-2907.93
25098	world	2700.81	226.58	-2941.83
25096	world	2703.71	226.41	-2904.94
25098	world	2703.71	226.41	-2904.94
25096	world	2908.9	224.45	-2872.41
25096	world	2818.35	225.92	-2846.25
25097	world	2794.27	225.66	-2881.91
25095	world	2940.38	223.23	-2875.71
25096	world	2940.38	223.23	-2875.71
25095	world	2927.7	223.21	-2849.85
25097	world	2927.7	223.21	-2849.85
25096	world	2927.7	223.21	-2849.85
25095	world	2769.69	227.05	-2873.81
25097	world	2769.69	227.05	-2873.81
25095	world	2906.85	223.3	-2829.86
25097	world	2906.85	223.3	-2829.86
25096	world	2906.85	223.3	-2829.86
25095	world	2924.28	222.25	-2801.57
25097	world	2924.28	222.25	-2801.57
25097	world	2860.76	224.27	-2830.61
25096	world	2860.76	224.27	-2830.61
25095	world	2701.25	226.74	-2860
25097	world	2701.25	226.74	-2860
25094	world	2701.25	226.74	-2860
25096	world	2701.25	226.74	-2860
25095	world	2878.37	225.86	-2805.06
25097	world	2878.37	225.86	-2805.06
25095	world	2827.62	226.27	-2806.92
25097	world	2827.62	226.27	-2806.92
25093	world	2827.62	226.27	-2806.92
25094	world	2827.62	226.27	-2806.92
25093	world	2893.93	221.3	-2759.05
25094	world	2893.93	221.3	-2759.05
25093	world	2857.46	224.21	-2766.24
25094	world	2857.46	224.21	-2766.24
25093	world	2778.94	225.73	-2801.54
25094	world	2778.94	225.73	-2801.54
25095	world	2778.94	225.73	-2801.54
25097	world	2778.94	225.73	-2801.54
25094	world	2847.88	225.39	-2742.31
25093	world	2820.17	226.32	-2727.19
25093	world	2711.47	226.74	-2819.83
25094	world	2711.47	226.74	-2819.83
25093	world	2784.22	225.25	-2714.51
25094	world	2784.22	225.25	-2714.51
25093	world	2784.11	225.38	-2757.95
25094	world	2784.11	225.38	-2757.95
25093	world	2737.97	226.14	-2748.57
25093	world	2715.75	226.86	-2751.67
25094	world	2715.75	226.86	-2751.67
25093	world	2687.86	226.15	-2730.37
25094	world	2687.86	226.15	-2730.37
25093	world	2676.24	226.28	-2795.71
25094	world	2676.24	226.28	-2795.71
25092	world	2399.44	249.33	-2745.34
25090	world	2382.63	252.57	-2986.63
25090	world	2343.15	252.48	-3013.44
25092	world	2455.31	251.34	-2921.57
25090	world	2455.31	251.34	-2921.57
25091	world	2435.12	251.43	-2906.99
25090	world	2396.79	255.59	-2860.56
25091	world	2396.79	255.59	-2860.56
25091	world	2395.82	256.36	-2885.92
25090	world	2395.82	256.36	-2885.92
25092	world	2395.82	256.36	-2885.92
25091	world	2375.25	263.8	-2887.18
25092	world	2371.01	251.11	-2826.91
25091	world	2372.4	252.18	-2847.84
25092	world	2372.4	252.18	-2847.84
25091	world	2394.48	252.35	-2841.53
25092	world	2394.48	252.35	-2841.53
25092	world	2419.97	253.39	-2819.8
25091	world	2403.42	255.28	-2826.04
25092	world	2342.67	249.68	-2776.31
25091	world	2342.67	249.68	-2776.31
25092	world	2325.01	249.66	-2799.73
25091	world	2442.62	251.07	-2788.45
25092	world	2442.62	251.07	-2788.45
25091	world	2401.5	250.58	-2799.73
25092	world	2401.5	250.58	-2799.73
25090	world	2318.98	250.2	-2868.15
25090	world	2313.42	247.72	-2888.44
25090	world	2419.42	251.84	-2945.93
25090	world	2356.01	251.96	-2939.49
25090	world	2376.57	251.63	-2923.45
25090	world	2333.59	251.54	-2978.41
25088	world	2206.21	218.94	-2873.14
25089	world	2222.21	219.15	-2927.48
25088	world	2218.27	219.08	-2803.66
25089	world	2218.27	219.08	-2803.66
26695	world	2218.27	219.08	-2803.66
25088	world	2211.17	219.1	-2824.79
26695	world	2211.17	219.1	-2824.79
25089	world	2194.1	219.03	-3032.48
26695	world	2194.1	219.03	-3032.48
25089	world	2179.91	218.42	-3053.37
26695	world	2179.91	218.42	-3053.37
25088	world	2193.57	219.18	-3000
25089	world	2193.57	219.18	-3000
26695	world	2193.57	219.18	-3000
25089	world	2188.81	218.33	-2884.62
25088	world	2185.64	217.77	-2907.24
26695	world	2185.64	217.77	-2907.24
25088	world	2197.96	219.07	-2847.95
25089	world	2197.96	219.07	-2847.95
26695	world	2197.96	219.07	-2847.95
25088	world	2190.79	218.56	-2950.47
25089	world	2190.79	218.56	-2950.47
26695	world	2190.79	218.56	-2950.47
25087	world	2297.82	253.01	-2985.77
25090	world	2297.82	253.01	-2985.77
25086	world	2297.73	252.5	-3034.52
25086	world	2340	253.87	-3065.63
25086	world	2278.01	249.9	-3059.9
25087	world	2278.01	249.9	-3059.9
25086	world	2289.08	250.1	-3094.98
25087	world	2289.08	250.1	-3094.98
25086	world	2320.9	250.1	-3085.28
25087	world	2320.9	250.1	-3085.28
25086	world	2399.24	252.8	-3024.37
25090	world	2399.24	252.8	-3024.37
25086	world	2426.81	252.21	-3033.32
25087	world	2426.81	252.21	-3033.32
25090	world	2426.81	252.21	-3033.32
25086	world	2402.37	252.92	-3051.09
25087	world	2402.37	252.92	-3051.09
25086	world	2437.35	252.27	-3060.96
25086	world	2467.04	250.96	-3083.26
25086	world	2444.79	250.11	-3093.07
25087	world	2444.79	250.11	-3093.07
25087	world	2423.87	258.25	-3126.19
25086	world	2421.78	250.17	-3102.18
25087	world	2388.66	252.76	-3092.53
25086	world	2402.41	252.62	-3100.02
25087	world	2402.41	252.62	-3100.02
25086	world	2255.12	250.1	-3135.6
25086	world	2273.91	250.1	-3148.06
25087	world	2273.91	250.1	-3148.06
25087	world	2286.58	256.91	-3123.71
25086	world	2314.34	250.1	-3133.08
25087	world	2314.34	250.1	-3133.08
25087	world	2352.09	252.65	-3125.35
25087	world	2390.37	252.76	-3126.76
25086	world	2385.03	250.68	-3140.79
25086	world	2346.49	258.86	-3106.39
25087	world	2346.49	258.86	-3106.39
25086	world	2339.18	252.65	-3129.66
25087	world	2339.18	252.65	-3129.66
25085	world	2448.82	216.92	-3240.76
25084	world	2448.82	216.92	-3240.76
25085	world	2392.1	224.26	-3229.99
25084	world	2332.1	219.14	-3219.5
25085	world	2332.1	219.14	-3219.5
25085	world	2379.34	217.66	-3262.67
25084	world	2400.82	217.87	-3246.51
25085	world	2400.82	217.87	-3246.51
25085	world	2372.93	223.82	-3238.63
25084	world	2372.93	223.82	-3238.63
25085	world	2422.72	216.68	-3273
25085	world	2393.46	218.7	-3283.84
25084	world	2377.43	219.12	-3288.54
25085	world	2377.43	219.12	-3288.54
25083	world	2377.43	219.12	-3288.54
25083	world	2341.15	218.58	-3311.96
25085	world	2321.49	217.72	-3311.37
25084	world	2332.92	218.4	-3267.11
25084	world	2322.97	218.49	-3243.36
25085	world	2322.97	218.49	-3243.36
25084	world	2265.27	218.15	-3246.19
25085	world	2265.27	218.15	-3246.19
25082	world	2304.3	217.21	-3372.86
25083	world	2304.3	217.21	-3372.86
25085	world	2224.91	216.7	-3232.83
25084	world	2239.58	218.82	-3240.89
25084	world	2210.21	216.69	-3229.01
25084	world	2239.1	216.47	-3264.48
25085	world	2239.1	216.47	-3264.48
25084	world	2223.27	216.58	-3282.52
25085	world	2223.27	216.58	-3282.52
25082	world	2268.23	216.9	-3306.89
25083	world	2268.23	216.9	-3306.89
25084	world	2268.23	216.9	-3306.89
25080	world	2240.72	216.5	-3332.86
25084	world	2241.35	217.55	-3300.34
25085	world	2241.35	217.55	-3300.34
25081	world	2241.35	217.55	-3300.34
25081	world	2282.89	216.7	-3345.8
25082	world	2282.89	216.7	-3345.8
25083	world	2282.89	216.7	-3345.8
25081	world	2261.02	216.77	-3346.09
25083	world	2326.12	216.63	-3416.95
25081	world	2311.12	216.89	-3396.65
25082	world	2311.12	216.89	-3396.65
25083	world	2311.12	216.89	-3396.65
25081	world	2307.78	216.61	-3426.67
25083	world	2361.23	217.6	-3366.21
25082	world	2352.93	217.6	-3388.83
25083	world	2352.93	217.6	-3388.83
25083	world	2364.41	217.36	-3403.71
25083	world	2381.77	219.32	-3333.23
25083	world	2380.2	219.9	-3315.04
25083	world	2458.73	216.28	-3322.78
25082	world	2459.68	216.55	-3315.51
25082	world	2521.65	216.63	-3267
25083	world	2521.65	216.63	-3267
25083	world	2501.79	216.92	-3308.21
25082	world	2513.84	217.66	-3296.53
25079	world	2528.79	217.38	-3282.96
25080	world	2528.79	217.38	-3282.96
25082	world	2528.79	217.38	-3282.96
25083	world	2528.79	217.38	-3282.96
25082	world	2404.43	218.61	-3320.08
25083	world	2423.75	218.68	-3326.16
25083	world	2432.54	218.6	-3339.14
25082	world	2419.86	218.61	-3337.74
25082	world	2422.43	218.66	-3353.08
25083	world	2422.43	218.66	-3353.08
25083	world	2425.52	218.48	-3365.73
25082	world	2407.74	219.02	-3390.84
25082	world	2405.92	218.84	-3371.27
25083	world	2405.92	218.84	-3371.27
25081	world	2262.49	216.31	-3369.38
25081	world	2275.38	216.48	-3372.83
25081	world	2276.45	216.37	-3400.53
25081	world	2282.55	216.67	-3405.58
25081	world	2291.82	216.79	-3426.54
25081	world	2311.71	216.63	-3453.51
25081	world	2336.02	216.83	-3449.9
25079	world	2381.81	216.78	-3446.46
25080	world	2381.81	216.78	-3446.46
25081	world	2381.81	216.78	-3446.46
25081	world	2367.24	216.65	-3450.55
25079	world	2367.24	216.65	-3450.55
25080	world	2367.24	216.65	-3450.55
25081	world	2354.67	216.64	-3442.74
25081	world	2383.3	216.68	-3466.1
25081	world	2403.43	216.94	-3468.06
25081	world	2440.64	217.42	-3479.65
25080	world	2440.64	217.42	-3479.65
25079	world	2538.45	216.99	-3316.37
25080	world	2520.24	217.27	-3315.81
25079	world	2538.09	216.9	-3337.85
25080	world	2538.09	216.9	-3337.85
25080	world	2489.96	216.69	-3338.87
25082	world	2489.96	216.69	-3338.87
25079	world	2480.22	216.61	-3348.31
25082	world	2480.22	216.61	-3348.31
25083	world	2480.22	216.61	-3348.31
25079	world	2425.55	217.79	-3448.3
25080	world	2425.55	217.79	-3448.3
25080	world	2457.37	217.86	-3450.1
25080	world	2486.27	222.17	-3439.25
25079	world	2481.1	217.14	-3471.33
25080	world	2485.48	217.17	-3360.6
25079	world	2461.29	217.13	-3358.05
25083	world	2461.29	217.13	-3358.05
25079	world	2451.12	217.14	-3365.7
25080	world	2451.12	217.14	-3365.7
25083	world	2451.12	217.14	-3365.7
25079	world	2446.25	218.79	-3395.24
25082	world	2446.25	218.79	-3395.24
25079	world	2478.32	217.42	-3377.34
25080	world	2478.32	217.42	-3377.34
25080	world	2480.78	218.38	-3409.13
25079	world	2493.8	217.69	-3393.69
25080	world	2493.8	217.69	-3393.69
25080	world	2494.87	218.54	-3404.06
25079	world	2497.57	219.14	-3412.58
25079	world	2543.38	219.08	-3362.77
25080	world	2543.38	219.08	-3362.77
25080	world	2515.21	218.03	-3383.04
25079	world	2527.66	219.82	-3386.65
25079	world	2523.55	221.52	-3409.11
25080	world	2523.55	221.52	-3409.11
25080	world	2539.57	221.16	-3464.53
25079	world	2524.02	221.65	-3449.79
25079	world	2524.18	216.88	-3464.86
25079	world	2504.88	217.27	-3461.47
25080	world	2504.88	217.27	-3461.47
26694	world	2664.41	217.6	-3303.92
26694	world	2661.52	217.6	-3308.74
26694	world	2659.56	217.6	-3295.44
26694	world	2654.98	217.6	-3295.34
25811	world	2293.55	252.6	-3072.64
25812	world	2881.44	257.69	-2946.51
25846	world	2878.48	257.69	-2937.27
25553	world	2945.95	151.94	-3426.77
25552	world	2947.21	222.14	-3291.78
26024	world	2941.08	163.46	-3400.34
25865	world	2576.16	216.32	-2913.05
25108	world	2416.6	277.19	-2844.4
25108	world	2356.95	283.52	-2768.03
25108	world	2325.44	295.84	-2776.53
25108	world	2375.49	302.82	-2815.08
25108	world	2452.22	293.03	-2945.87
25108	world	2418.11	303.55	-2908.44
25108	world	2389.56	287.11	-2912.54
25108	world	2330.27	287.9	-2885.01
25108	world	2358.93	307.06	-2923.79
25108	world	2334.4	282.62	-2934.42
